index,X,Y,OBJECTID,siteID,siteName,radarType,antennaElevation
35,-75.4399910002772,38.82555599965056,36,KDOX,DOVER AFB,NEXRAD,Unknown
36,-83.47165799972798,42.700000000098576,37,KDTX,DETROIT,NEXRAD,Unknown
37,-90.58082399986404,41.61166700011553,38,KDVN,QUAD CITIES,NEXRAD,Unknown
38,-99.2541590000484,32.53833300016716,39,KDYX,DYESS AFB,NEXRAD,Unknown
39,-94.26446300034696,38.810250000272745,40,KEAX,PLEASANT HILL,NEXRAD,Unknown
40,-110.63026999979904,31.893611000129585,41,KEMX,TUCSON,NEXRAD,Unknown
41,-74.06407400040126,42.58655600026174,42,KENX,ALBANY,NEXRAD,Unknown
42,-85.45938099974525,31.460556000161954,43,KEOX,FT RUCKER,NEXRAD,Unknown
43,-106.69799199995708,31.87305599994613,44,KEPZ,EL PASO,NEXRAD,Unknown
44,-114.8913810003954,35.70111099976972,45,KESX,LAS VEGAS,NEXRAD,Unknown
45,-85.92165900006027,30.565033000250843,46,KEVX,EGLIN AFB,NEXRAD,Unknown
46,-98.02860299967688,29.704056000061133,47,KEWX,AUSTIN/SAN ANTONIO,NEXRAD,Unknown
47,-117.56074100000072,35.0977779997058,48,KEYX,EDWARDS AFB,NEXRAD,Unknown
48,-80.27415799983123,37.02416699968872,49,KFCX,ROANOKE,NEXRAD,Unknown
49,-98.9766590000047,34.36219400012862,50,KFDR,ALTUS AFB,NEXRAD,Unknown
50,-103.61888100010052,34.634166999966965,51,KFDX,CANNON AFB,NEXRAD,Unknown
51,-84.56582499988247,33.363333000331906,52,KFFC,ATLANTA,NEXRAD,Unknown
52,-96.72887999996708,43.58777800014463,53,KFSD,SIOUX FALLS,NEXRAD,Unknown
53,-111.19843499991978,34.57433300004909,54,KFSX,FLAGSTAFF (RDA 1),NEXRAD,Unknown
54,-104.54579699984777,39.78663900030849,55,KFTG,DENVER,NEXRAD,Unknown
55,-97.30313099989944,32.572777999984865,56,KFWS,DALLAS/FT WORTH,NEXRAD,Unknown
56,-106.6246830004113,48.20636099985136,57,KGGW,GLASGOW,NEXRAD,Unknown
57,-108.21375200027316,39.0622219998106,58,KGJX,GRAND JUNCTION (RDA 1),NEXRAD,Unknown
58,-101.7002689998298,39.36694399977742,59,KGLD,GOODLAND,NEXRAD,Unknown
59,-88.11110100040696,44.49863300003554,60,KGRB,GREEN BAY,NEXRAD,Unknown
60,-97.38276999965434,30.72166700022124,61,KGRK,FT HOOD,NEXRAD,Unknown
61,-85.54488000025427,42.89388900003376,62,KGRR,GRAND RAPIDS,NEXRAD,Unknown
62,-82.21982499989164,34.883306000012425,63,KGSP,GREER,NEXRAD,Unknown
63,-88.32918599996093,33.89691699989622,64,KGWX,COLUMBUS AFB,NEXRAD,Unknown
64,-70.25635099987876,43.89130600027405,65,KGYX,"PORTLAND, ME",NEXRAD,Unknown
65,-106.1200239995511,33.076999999823606,66,KHDX,HOLLOMAN AFB,NEXRAD,Unknown
66,-95.07888099987196,29.471943999874,67,KHGX,HOUSTON,NEXRAD,Unknown
67,-119.63212999986789,36.31416700033585,68,KHNX,SAN JOAQUIN VALY,NEXRAD,Unknown
68,-87.28499099986105,36.73666699999054,69,KHPX,FT CAMPBELL,NEXRAD,Unknown
69,-86.08360299990733,34.93055600001506,70,KHTX,NORTHEAST ALABAMA,NEXRAD,Unknown
70,-97.44304700013454,37.65444399977814,71,KICT,WICHITA,NEXRAD,Unknown
71,-112.86221300034154,37.59105000035414,72,KICX,CEDAR CITY (RDA 1),NEXRAD,Unknown
72,-83.8216579999288,39.42027799970908,73,KILN,CINCINNATI,NEXRAD,Unknown
73,-89.33678300027688,40.15049999976126,74,KILX,LINCOLN,NEXRAD,Unknown
74,-86.28026900011977,39.707499999666645,75,KIND,INDIANAPOLIS,NEXRAD,Unknown
75,-95.56412999998024,36.174999999701605,76,KINX,TULSA,NEXRAD,Unknown
76,-111.66999199974008,33.289166999681164,77,KIWA,PHOENIX,NEXRAD,Unknown
77,-85.69999099992698,41.35861100018917,78,KIWX,NORTHERN INDIANA,NEXRAD,Unknown
78,-81.70189200011647,30.48463300023064,79,KJAX,JACKSONVILLE,NEXRAD,Unknown
79,-83.35110299984102,32.675000000203724,80,KJGX,ROBINS AFB,NEXRAD,Unknown
80,-83.313047000215,37.59083300002964,81,KJKL,"JACKSON, KY",NEXRAD,Unknown
81,-101.8141589997719,33.65413899972689,82,KLBB,LUBBOCK,NEXRAD,Unknown
82,-93.21588100030196,30.12530599996184,83,KLCH,LAKE CHARLES,NEXRAD,Unknown
83,-89.82540900020183,30.33666700035197,84,KLIX,SLIDELL,NEXRAD,Unknown
84,-100.57621200039227,41.957943999825126,85,KLNX,NORTH PLATTE,NEXRAD,Unknown
85,-88.08443499988137,41.60444400027902,86,KLOT,CHICAGO,NEXRAD,Unknown
86,-116.80276899978116,40.73972199990344,87,KLRX,ELKO (RDA 1),NEXRAD,Unknown
87,-90.68276899996356,38.69888900010228,88,KLSX,ST LOUIS,NEXRAD,Unknown
88,-78.42915899977821,33.98916699966468,89,KLTX,WILMINGTON,NEXRAD,Unknown
89,-85.9438800000161,37.975277999811176,90,KLVX,LOUISVILLE,NEXRAD,Unknown
90,-92.261935999806,34.83638899966696,91,KLZK,LITTLE ROCK,NEXRAD,Unknown
91,-102.1892420000844,31.9434609999009,92,KMAF,MIDLAND/ODESSA,NEXRAD,Unknown
92,-122.71735199965046,42.0811109998768,93,KMAX,MEDFORD (RDA 1),NEXRAD,Unknown
93,-100.86443299988989,48.392499999742334,94,KMBX,MINOT AFB,NEXRAD,Unknown
94,-76.8763809995536,34.775832999644834,95,KMHX,MOREHEAD CITY,NEXRAD,Unknown
95,-88.55054600012262,42.96777799992352,96,KMKX,MILWAUKEE,NEXRAD,Unknown
96,-80.65443599965259,28.11305600013008,97,KMLB,MELBOURNE,NEXRAD,Unknown
97,-88.23971399978358,30.679443999800544,98,KMOB,MOBILE,NEXRAD,Unknown
98,-93.5655180002796,44.84888899994974,99,KMPX,MINNEAPOLIS,NEXRAD,Unknown
99,-87.54832300031404,46.53111099979717,100,KMQT,MARQUETTE,NEXRAD,Unknown
100,-83.40193500023625,36.16833300015273,101,KMRX,KNOXVILLE,NEXRAD,Unknown
101,-113.98610099972464,47.04111099974899,102,KMSX,MISSOULA (RDA 1),NEXRAD,Unknown
102,-112.44776899982344,41.26277800027009,103,KMTX,SALT LAKE CITY (RDA 1),NEXRAD,Unknown
103,-121.89843500002732,37.15522200003819,104,KMUX,SAN FRANCISCO,NEXRAD,Unknown
104,-97.32499000035534,47.52805599993784,105,KMVX,FARGO/GRAND FORKS,NEXRAD,Unknown
105,-85.78974099993869,32.536649999905926,106,KMXX,MAXWELL AFB,NEXRAD,Unknown
106,-117.04193600018942,32.91888900013359,107,KNKX,SAN DIEGO,NEXRAD,Unknown
107,-89.87332400018961,35.34472199990683,108,KNQA,MEMPHIS,NEXRAD,Unknown
108,-96.36679600000654,41.320277999754616,109,KOAX,OMAHA,NEXRAD,Unknown
109,-86.56249099984436,36.247221999969085,110,KOHX,NASHVILLE,NEXRAD,Unknown
110,-72.86390800028806,40.86552799967326,111,KOKX,BROOKHAVEN,NEXRAD,Unknown
111,-117.62582300000244,47.68055599999107,112,KOTX,SPOKANE,NEXRAD,Unknown
112,-88.77193499969833,37.06833300027592,113,KPAH,PADUCAH,NEXRAD,Unknown
113,-80.21793500010851,40.53166700033008,114,KPBZ,PITTSBURGH,NEXRAD,Unknown
114,-118.85290699963798,45.69055600029191,115,KPDT,PENDLETON,NEXRAD,Unknown
115,-92.97582500013912,31.15527800007248,116,KPOE,FT POLK,NEXRAD,Unknown
116,-104.18137999963588,38.45944399990428,117,KPUX,PUEBLO,NEXRAD,Unknown
117,-78.4899919999271,35.66527799983389,118,KRAX,RALEIGH/DURHAM,NEXRAD,Unknown
118,-119.46201899985294,39.75405599994858,119,KRGX,RENO (RDA 1),NEXRAD,Unknown
119,-108.47728999969216,43.06611100009047,120,KRIW,RIVERTON/LANDER,NEXRAD,Unknown
120,-81.72276900003304,38.31111099972604,121,KRLX,"CHARLESTON, WV",NEXRAD,Unknown
121,-122.9649900000002,45.71499999973645,122,KRTX,"PORTLAND, OR",NEXRAD,Unknown
122,-112.68612299974671,43.10560000022544,123,KSFX,POCATELLO,NEXRAD,Unknown
123,-93.4002689996876,37.23527799992045,124,KSGF,SPRINGFIELD,NEXRAD,Unknown
124,-93.8412419995656,32.450832999722174,125,KSHV,SHREVEPORT,NEXRAD,Unknown
125,-100.49221400028136,31.37111099998089,126,KSJT,SAN ANGELO,NEXRAD,Unknown
126,-117.63599100016069,33.81773299987678,127,KSOX,SANTA ANA MTS,NEXRAD,Unknown
127,-94.36188000003608,35.29041699996427,128,KSRX,WESTERN ARKANSAS,NEXRAD,Unknown
128,-82.40193600000073,27.705277999985217,129,KTBW,TAMPA,NEXRAD,Unknown
129,-111.38526799970975,47.459721999723925,130,KTFX,GREAT FALLS,NEXRAD,Unknown
130,-84.3288810001207,30.39750000007696,131,KTLH,TALLAHASSEE,NEXRAD,Unknown
131,-97.27775300023502,35.33305599973466,132,KTLX,NORMAN,NEXRAD,Unknown
132,-96.23249100010528,38.99694400031649,133,KTWX,TOPEKA,NEXRAD,Unknown
133,-75.67998999964034,43.75583299968564,134,KTYX,FT DRUM,NEXRAD,Unknown
134,-102.82999000020288,44.124722000282325,135,KUDX,RAPID CITY,NEXRAD,Unknown
135,-98.44193499995924,40.32083300008307,136,KUEX,GRAND ISLAND,NEXRAD,Unknown
136,-83.00179800012438,30.89027800011805,137,KVAX,MOODY AFB,NEXRAD,Unknown
137,-120.39790900040524,34.83854999973565,138,KVBX,VANDENBERG AFB,NEXRAD,Unknown
138,-98.12749099962689,36.74083300004101,139,KVNX,VANCE AFB,NEXRAD,Unknown
139,-119.17860200005197,34.411666999662934,140,KVTX,LOS ANGELES,NEXRAD,Unknown
140,-87.72451900031574,38.26025000021109,141,KVWX,"EVANSVILLE, IN (NON-NEXRAD)",NEXRAD,Unknown
141,-114.65668600032107,32.495278000094345,142,KYUX,YUMA (RDA 1),NEXRAD,Unknown
142,-135.529153999792,56.85277800007507,143,PACG,SITKA FAA (RDA 1),NEXRAD,Unknown
143,-165.29498400033864,64.51138900009849,144,PAEC,NOME FAA (RDA 1),NEXRAD,Unknown
144,-151.34915300041993,60.72638899996625,145,PAHG,ANCHORAGE FAA (RDA 1),NEXRAD,Unknown
145,-146.3010969996647,59.46194399996297,146,PAIH,MIDDLETON ISLAND (RDA 1),NEXRAD,Unknown
146,-156.62943100035773,58.67944400005676,147,PAKC,KING SALMON FAA (RDA 1),NEXRAD,Unknown
147,-147.4991510003578,65.03555600010002,148,PAPD,FAIRBANKS FAA (RDA 1),NEXRAD,Unknown
148,144.81111800031755,13.45583299993349,149,PGUA,ANDERSEN AFB,NEXRAD,Unknown
149,-159.5524919996599,21.89388900023853,150,PHKI,SOUTH KAUAI FAA (RDA 1),NEXRAD,Unknown
150,-155.77777099971993,20.125277999748203,151,PHKM,KAMUELA/KOHALA APT (RDA 1),NEXRAD,Unknown
151,-157.18026999955757,21.13277799983716,152,PHMO,MOLOKAI FAA (RDA 1),NEXRAD,Unknown
152,-155.56888100000563,19.09500000008936,153,PHWA,SOUTH SHORE FAA (RDA 1),NEXRAD,Unknown
153,-66.0781589996679,18.115667000422945,154,TJUA,SAN JUAN FAA (RDA 1),NEXRAD,Unknown
154,-77.48749100028412,38.97611099965927,155,KLWX,STERLING,NEXRAD,Unknown
155,-161.87637500035035,60.79194399992972,156,PABC,BETHEL FAA (RDA 1),NEXRAD,Unknown
156,-76.84499999991817,38.69499999987824,157,TADW,Andrews Air Force Base,TDWR,346
157,-84.26199999979502,33.647000000017655,158,TATL,Atlanta,TDWR,1075
158,-86.66199999976038,35.979999999726154,159,TBNA,Nashville,TDWR,817
159,-70.9329999996472,42.157999999669485,160,TBOS,Boston,TDWR,264
160,-76.63000000010285,39.09000000004071,161,TBWI,Baltimore/Wash,TDWR,297
161,-80.88499999987485,35.337000000027935,162,TCLT,Charlotte,TDWR,871
162,-82.71500000030883,40.0060000002574,163,TCMH,"Columbus, OH",TDWR,1148
163,-84.5800000000442,38.89799999966319,164,TCVG,Covington,TDWR,1053
164,-96.96799999962134,32.92600000001931,165,TDAL,Dallas Love Field,TDWR,622
165,-84.12299999997705,40.02200000030478,166,TDAY,Dayton,TDWR,1019
166,-76.96199999971324,38.75900000027488,167,TDCA,Washington National,TDWR,345
167,-104.52600000037988,39.72800000001192,168,TDEN,Denver,TDWR,5701
168,-96.91799999997764,33.06500000012003,169,TDFW,Dallas/Ft. Worth,TDWR,585
169,-83.51499999999783,42.11100000027346,170,TDTW,Detroit,TDWR,772
170,-74.26999999985242,40.5929999999846,171,TEWR,Newark,TDWR,136
171,-80.34400000004696,26.142999999752288,172,TFLL,Fort Lauderdale,TDWR,120
172,-95.2419999997039,29.516000000244745,173,THOU,Houston Hobby,TDWR,117
173,-77.52899999989484,39.084000000008345,174,TIAD,Dulles,TDWR,473
174,-95.5669999996337,30.065000000238744,175,TIAH,Houston International,TDWR,253
175,-97.43699999978264,37.50700000034022,176,TICH,Witchita,TDWR,1351
176,-86.43599999993357,39.63700000027652,177,TIDS,Indianapolis,TDWR,847
177,-73.88100000001934,40.58900000008404,178,TJFK,New York City,TDWR,112
178,-115.00700000034122,36.14400000012616,179,TLAS,Las Vegas,TDWR,2058
179,-82.00800000022657,41.290000000039086,180,TLVE,"Cleveland, OH",TDWR,931
180,-94.74199999967368,39.498000000125934,181,TMCI,Kansas City,TDWR,1090
181,-81.32600000041532,28.34400000010425,182,TMCO,Orlando International,TDWR,169
182,-87.73000000005489,41.65100000009107,183,TMDW,Chicago Midway,TDWR,763
183,-89.9930000003677,34.89599999997721,184,TMEM,Memphis,TDWR,483
184,-80.49099999962826,25.758000000247467,185,TMIA,Miami,TDWR,125
185,-88.04600000013866,42.81899999981693,186,TMKE,Milwaukee,TDWR,933
186,-92.93300000007822,44.87099999986168,187,TMSP,Minneapolis,TDWR,1121
187,-90.40300000014092,30.02199999965524,188,TMSY,New Orleans,TDWR,99
188,-97.51000000043024,35.276000000113,189,TOKC,Oklahoma City,TDWR,1308
189,-87.8579999998614,41.79699999969368,190,TORD,Chicago O'Hare,TDWR,744
190,-80.27299999956477,26.68799999983929,191,TPBI,West Palm Beach,TDWR,133
191,-75.06900000035705,39.94899999976752,192,TPHL,Philadelphia,TDWR,153
192,-112.16299999958729,33.420999999745774,193,TPHX,Phoenix,TDWR,1089
193,-80.48600000011302,40.50100000005048,194,TPIT,Pittsburgh,TDWR,1386
194,-78.69700000037504,36.0019999996387,195,TRDU,Raleigh Durham,TDWR,515
195,-85.60999999989085,38.046000000090416,196,TSDF,"Louisville, KY",TDWR,731
196,-66.17899999992767,18.473999999803123,197,TSJU,San Juan,TDWR,157
197,-111.93000000007984,40.966999999884685,198,TSLC,Salt Lake City,TDWR,4295
198,-90.48900000006708,38.80499999990989,199,TSTL,St. Louis,TDWR,647
199,-82.51800000018552,27.86000000028215,200,TTPA,Tampa Bay,TDWR,93
200,-95.82699999957757,36.07099999979706,201,TTUL,Tulsa,TDWR,823
